"HumanGene","GammadeltaTcells_Daudi_Gammadelta_posscore","GammadeltaTcells_Daudi_Gammadelta_posrank","GammadeltaTcells_Daudi_Gammadelta_negscore","GammadeltaTcells_Daudi_Gammadelta_negrank"
"FAM107A",0.40517,9213,0.95552,16150
"FAM107B",0.25263,7140,0.98721,17326
"FAM109A",0.45884,9988,0.38422,6150
"FAM109B",0.12344,4755,0.94228,15698
"FAM110A",0.46202,10025,0.83619,12536
"FAM110B",0.093756,4010,0.90591,14536
"FAM110C",0.51793,10665,0.65029,9083
"FAM110D",0.15338,5518,0.74724,10602
"FAM111A",0.19907,6437,0.5865,8381
"FAM111B",0.072541,3476,0.77969,11214
"FAM114A1",0.82234,13211,0.59625,8484
"FAM114A2",0.30839,7865,0.83467,12488
"FAM115A",0.29219,7660,0.2255,4531
"FAM115C",0.70989,12029,0.39456,6304
"FAM117A",0.66959,11709,0.78513,11334
"FAM117B",0.010274,939,0.97633,16890
"FAM118A",0.059029,3095,0.81833,12044
"FAM118B",0.010602,972,0.62415,8786
"FAM120A",0.036675,2421,0.92084,14983
"FAM120AOS",0.83799,13412,0.91933,14942
"FAM120B",0.14477,5312,0.88233,13813
"FAM120C",0.0020164,367,0.99798,17825
"FAM122A",7.133e-05,69,0.98073,17042
"FAM122B",0.037842,2462,0.9756,16868
"FAM122C",0.11865,4616,0.31755,5314
"FAM124A",0.46823,10120,0.9143,14780
"FAM124B",0.32275,8049,0.71237,10005
"FAM126A",0.27426,7429,0.91523,14812
"FAM126B",0.032876,2236,0.70025,9807
"FAM127A",0.014966,1223,0.93586,15475
"FAM127B",0.0061925,691,0.90026,14377
"FAM127C",0.49361,10484,0.34867,5697
"FAM129A",0.54319,10815,0.27836,4912
"FAM129B",0.018928,1478,0.70319,9849
"FAM129C",0.43247,9599,0.90262,14438
"FAM131A",0.1977,6417,0.27074,4848
"FAM131B",0.072751,3482,0.37739,6069
"FAM131C",0.47098,10158,0.87026,13505
"FAM132A",0.038765,2485,0.5453,8030
"FAM133A",0.11456,4520,0.93954,15607
"FAM133B",0.3432,8338,0.22241,4508
"FAM134A",0.0095973,898,0.9448,15788
"FAM134B",0.6229,11362,0.6438,9010
"FAM134C",0.43621,9648,0.93802,15556
"FAM135A",0.31416,7945,0.84608,12821
"FAM135B",0.35602,8528,0.83177,12417
"FAM136A",0.98441,15922,0.1482,3954
"FAM13A",0.89473,14275,0.62522,8799
"FAM13B",0.058842,3089,0.61316,8659
"FAM13C",0.62595,11379,0.88132,13791
"FAM149A",0.21267,6622,0.57661,8286
"FAM149B1",0.63802,11460,0.16349,4142
"FAM150A",0.48971,10428,0.54905,8059
"FAM150B",0.0010499,236,0.99895,17892
"FAM151A",0.0034954,509,0.45,7112
"FAM151B",0.36581,8674,0.30142,5153
"FAM153A",0.59776,11171,0.60637,8592
"FAM153B",0.16366,5741,0.16466,4161
"FAM154A",0.90578,14466,0.74844,10625
"FAM154B",0.18213,6193,0.15374,4017
"FAM155A",0.00060127,157,0.9994,17928
"FAM155B",0.018377,1437,0.99459,17649
"FAM156A",0.19731,6413,0.65314,9110
"FAM156B",0.088969,3884,0.79886,11612
"FAM159A",0.51328,10646,0.43028,6810
"FAM159B",0.17823,6105,0.62891,8844
"FAM160A1",0.44848,9829,0.94529,15805
"FAM160A2",0.25839,7215,0.45746,7205
"FAM160B1",0.16958,5899,0.27374,4869
"FAM160B2",0.98041,15814,0.68819,9616
"FAM161A",0.81444,13120,0.7047,9869
"FAM161B",0.029226,2037,0.60345,8555
"FAM162A",0.70462,11986,0.28987,5031
"FAM162B",0.41075,9277,0.94191,15685
"FAM163A",0.76567,12540,0.3403,5589
"FAM163B",0.058028,3066,0.17313,4238
"FAM166A",0.87825,14037,0.17198,4230
"FAM166B",0.13782,5113,0.9384,15567
"FAM167A",0.19617,6400,0.12418,3658
"FAM167B",0.43731,9668,0.054061,2960
"FAM168A",0.053047,2903,0.12214,3635
"FAM168B",0.022051,1645,0.80368,11706
"FAM169A",0.10301,4244,0.37124,5994
"FAM169B",0.016835,1348,0.98463,17203
"FAM170A",0.086453,3815,0.98127,17068
"FAM170B",0.087424,3846,0.92996,15295
"FAM171A1",0.0014007,281,0.9986,17866
"FAM171A2",0.73885,12293,0.68085,9481
"FAM171B",0.90059,14377,0.47077,7387
"FAM172A",0.15558,5567,0.45363,7157
"FAM173A",0.38889,8979,0.80705,11778
"FAM173B",0.45944,9997,0.82078,12109
"FAM174A",0.11134,4438,0.96923,16626
"FAM174B",0.43576,9636,0.93593,15480
"FAM175A",0.99518,16332,0.028482,2711
"FAM175B",0.31349,7931,0.78014,11223
"FAM177A1",0.99556,16351,0.017749,2453
"FAM177B",0.95364,15258,0.10198,3417
"FAM178A",0.36221,8623,0.68472,9548
"FAM178B",0.088106,3863,0.55268,8092
"FAM179A",0.013021,1112,0.99009,17444
"FAM179B",0.044785,2678,0.99394,17619
"FAM180A",0.012694,1098,0.7797,11215
"FAM181A",0.36819,8705,0.9127,14724
"FAM181B",0.042759,2612,0.84903,12909
"FAM183A",0.13915,5163,0.93744,15540
"FAM184A",0.24512,7046,0.5929,8447
"FAM184B",0.69018,11857,0.83674,12551
"FAM185A",0.61965,11335,0.083259,3239
"FAM186A",0.98948,16084,0.70586,9892
"FAM186B",0.91067,14539,0.35555,5782
"FAM187B",0.057611,3056,0.15682,4061
"FAM188A",0.11487,4528,0.22883,4554
"FAM188B",0.3394,8275,0.71111,9980
"FAM189A1",0.40046,9146,0.84308,12724
"FAM189A2",0.67475,11750,0.98389,17177
"FAM189B",0.35168,8459,0.46483,7306
"FAM192A",0.99202,16185,0.20089,4379
"FAM193A",0.021223,1604,0.79227,11483
"FAM193B",0.60111,11197,0.66782,9296
"FAM194A",0.30643,7843,0.95017,15961
"FAM194B",0.93703,14953,0.3983,6350
"FAM195A",0.19041,6314,0.051123,2934
"FAM195B",0.79504,12887,0.30418,5192
"FAM196A",0.21506,6652,0.96404,16431
"FAM196B",0.057718,3059,0.77232,11069
"FAM198A",0.89349,14255,0.8167,12006
"FAM198B",0.082741,3727,0.91247,14715
"FAM199X",0.00059388,155,0.95668,16183
"FAM19A1",0.48118,10314,0.68994,9650
"FAM19A2",0.52607,10710,0.8839,13858
"FAM19A3",0.02514,1806,0.98513,17234
"FAM19A4",0.14953,5444,0.80096,11651
"FAM19A5",0.19152,6328,0.83059,12395
"FAM200A",0.89136,14223,0.27078,4849
"FAM200B",0.2904,7630,0.82215,12147
"FAM203A",0.063134,3213,0.82319,12176
"FAM204A",0.99467,16307,0.00082431,1588
"FAM205A",0.61334,11289,0.86539,13361
"FAM206A",0.97673,15734,0.36713,5930
"FAM207A",0.43219,9594,0.25826,4758
"FAM208A",0.089556,3904,0.72337,10188
"FAM208B",0.77683,12669,0.078322,3182
"FAM209A",0.42765,9520,0.80991,11838
"FAM209B",0.80522,13002,0.91098,14668
"FAM20A",0.0099105,917,0.88874,14011
"FAM20B",0.48337,10349,0.70678,9907
"FAM20C",0.0023671,407,0.99763,17810
"FAM210A",0.99994,17250,6.4897e-05,903
"FAM210B",0.010648,975,0.68703,9595
"FAM211A",0.88398,14119,0.26754,4823
"FAM211B",0.98317,15892,0.30476,5198
"FAM212A",0.86508,13828,0.89415,14181
"FAM212B",0.32983,8141,0.94833,15902
"FAM213A",0.36586,8675,0.38652,6188
"FAM213B",0.12334,4753,0.88244,13816
"FAM214A",0.91845,14649,0.90419,14488
"FAM214B",0.17169,5946,0.4283,6777
"FAM216A",0.98861,16056,0.019444,2507
"FAM216B",0.67432,11743,0.2179,4482
"FAM217A",0.31657,7979,0.42809,6773
"FAM217B",0.72198,12139,0.13555,3803
"FAM218A",0.088562,3876,0.75052,10662
"FAM219A",0.99512,16331,0.16154,4121
"FAM219B",0.30294,7795,0.75359,10724
"FAM21B",0.77723,12672,0.22277,4513
"FAM21C",0.0080199,807,0.99198,17531
"FAM220A",0.99589,16368,0.097236,3374
"FAM221A",0.71814,12105,0.54194,8000
"FAM221B",0.30076,7764,0.42348,6708
"FAM222A",0.14941,5437,0.59417,8458
"FAM222B",0.86172,13768,0.79443,11531
"FAM227B",0.42697,9509,0.78007,11222
"FAM228A",0.55435,10872,0.2179,4483
"FAM229A",0.11295,4481,0.85621,13107
"FAM229B",0.53337,10756,0.8437,12746
"FAM24A",0.49418,10491,0.77183,11057
"FAM24B",0.10342,4253,0.98263,17113
"FAM25A",0.20224,6488,0.34698,5680
"FAM26D",0.019762,1531,0.38509,6161
"FAM26E",0.050262,2825,0.79145,11468
"FAM26F",0.011602,1040,0.99709,17775
"FAM32A",0.98128,15835,0.0099614,2230
"FAM35A",0.094572,4032,0.77197,11061
"FAM3A",0.010254,938,0.96597,16504
"FAM3B",0.14813,5399,0.93155,15347
"FAM3C",0.98044,15815,0.48574,7587
"FAM3D",0.10656,4318,0.83176,12416
"FAM43A",0.13192,4961,0.78452,11324
"FAM43B",0.069177,3378,0.72918,10292
"FAM45A",0.40961,9261,0.71844,10099
"FAM46A",0.3763,8827,0.81809,12038
"FAM46B",0.10635,4311,0.75454,10748
"FAM46C",0.029003,2018,0.93759,15546
"FAM46D",0.89819,14333,0.84679,12835
"FAM47A",0.10727,4338,0.9751,16854
"FAM47B",0.030465,2111,0.89447,14192
"FAM47C",0.12569,4811,0.96618,16513
"FAM47E",0.37046,8737,0.84458,12771
"FAM47E-STBD1",0.17525,6025,0.79116,11462
"FAM49A",0.027641,1940,0.96403,16430
"FAM49B",0.085209,3787,0.37401,6027
"FAM50A",1,17780,1.8953e-06,260
"FAM50B",0.033205,2255,0.89095,14080
"FAM53A",0.16336,5734,0.98102,17062
"FAM53B",0.94902,15161,0.40228,6411
"FAM53C",0.15728,5605,0.9847,17207
"FAM57A",0.086512,3817,0.61617,8694
"FAM57B",0.03041,2107,0.91507,14808
"FAM60A",0.99082,16127,0.00053547,1450
"FAM63A",0.35468,8504,0.42576,6742
"FAM63B",0.57358,11011,0.57521,8275
"FAM64A",0.30295,7796,0.96245,16382
"FAM65A",0.03111,2140,0.80894,11820
"FAM65B",0.72702,12183,0.13483,3790
"FAM65C",0.22099,6727,0.94946,15933
"FAM69A",0.41802,9389,0.88567,13921
"FAM69B",0.53616,10770,0.88223,13811
"FAM69C",0.0096287,899,0.88346,13848
"FAM71A",0.96372,15440,0.10257,3421
"FAM71B",0.01239,1078,0.34839,5691
"FAM71C",0.068559,3360,0.8404,12645
"FAM71D",0.080534,3669,0.73465,10386
"FAM71E1",0.21858,6696,0.78407,11312
"FAM71F1",0.86262,13783,0.15617,4053
"FAM71F2",0.61464,11301,0.45721,7202
"FAM72D",0.89526,14284,0.32948,5447
"FAM73A",0.0043582,565,0.76407,10916
"FAM73B",0.88547,14143,0.022934,2589
"FAM76A",0.54444,10819,0.35417,5766
"FAM76B",0.076048,3560,0.44692,7061
"FAM78A",0.14829,5401,0.80454,11726
"FAM78B",0.28807,7606,0.40738,6474
"FAM81A",0.8642,13813,0.7505,10661
"FAM81B",0.89909,14346,0.40691,6471
"FAM83A",0.10133,4200,0.96044,16310
"FAM83B",0.57742,11032,0.90745,14572
"FAM83C",0.13202,4965,0.71943,10120
"FAM83D",0.3934,9053,0.93042,15307
"FAM83E",0.58218,11063,0.43889,6933
"FAM83F",0.25285,7146,0.8751,13633
"FAM83G",0.10015,4168,0.89612,14251
"FAM83H",0.76267,12509,0.75143,10681
"FAM84A",0.019212,1494,0.98245,17105
"FAM84B",0.016128,1310,0.71107,9978
"FAM86A",0.969,15560,0.023335,2596
"FAM86B1",0.98687,15994,0.013134,2322
"FAM86B2",0.15714,5601,0.84286,12715
"FAM86C1",0.31833,8002,0.097079,3373
"FAM89A",0.067936,3345,0.59663,8488
"FAM89B",0.34147,8306,0.9102,14647
"FAM8A1",0.47635,10239,0.87016,13501
"FAM90A1",0.75101,12401,0.92782,15223
"FAM91A1",0.71159,12047,0.017131,2435
"FAM92A1",0.36929,8719,0.80585,11753
"FAM92B",0.27434,7430,0.75541,10760
"FAM96A",0.96317,15425,0.065204,3057
"FAM96B",1,17887,3.9236e-07,139
"FAM98A",0.93015,14836,0.082238,3231
"FAM98B",0.99949,16845,0.0005063,1430
"FAM98C",0.11126,4437,0.89955,14361
"FAM9A",0.24508,7045,0.30374,5186
"FAM9B",0.63953,11471,0.013562,2337
"FAM9C",0.16698,5830,0.51005,7766
"FAN1",0.80579,13010,0.93866,15581
"FANCA",0.99966,16914,0.00034289,1312
"FANCB",0.99989,17143,0.00011198,1030
"FANCC",0.99846,16595,0.0015441,1763
"FANCD2",0.99955,16862,0.00033502,1305
"FANCD2OS",0.98535,15949,0.14977,3972
"FANCE",0.40547,9222,0.024629,2627
"FANCF",0.99691,16438,0.0045315,2013
"FANCG",0.70774,12010,0.031888,2764
"FANCI",0.9649,15474,0.00088408,1604
"FANCL",0.90584,14467,0.0068852,2130
"FANCM",0.22935,6837,0.027466,2685
"FANK1",0.31548,7961,0.94629,15825
"FAP",0.19283,6342,0.45396,7166
"FAR1",0.65354,11589,0.74114,10495
"FAR2",0.90057,14376,0.020546,2542
"FARP1",0.023286,1709,0.71575,10058
"FARP2",0.15948,5659,0.93713,15527
"FARS2",0.99736,16472,2.4872e-08,44
"FARSA",0.91594,14612,3.1293e-06,316
"FARSB",0.99986,17097,0.00014007,1094
"FAS",0.35562,8524,0.70119,9822
"FASLG",0.2952,7701,0.95392,16084
"FASN",0.96869,15552,0.16404,4150
"FASTK",0.18388,6222,0.037488,2815
"FASTKD1",0.072069,3460,0.7906,11448
"FASTKD2",0.889,14189,0.67529,9414
"FASTKD3",0.063274,3218,0.71311,10017
"FASTKD5",0.024012,1743,0.73328,10365
"FAT1",0.024207,1753,0.94692,15848
"FAT2",0.015092,1233,0.98823,17367
"FAT4",0.10884,4369,0.86405,13318
"FATE1",0.18451,6231,0.93787,15551
"FAU",0.99945,16826,0.00054603,1458
"FAXC",0.79927,12932,0.80803,11800
"FAXDC2",0.29215,7659,0.86525,13357
"FBF1",0.46128,10017,0.96282,16390
"FBL",0.99983,17056,0.00013463,1082
"FBLIM1",0.80537,13004,0.13842,3836
"FBLN1",0.063384,3220,0.67457,9399
"FBLN2",0.1135,4494,0.49673,7662
"FBLN5",0.010375,946,0.92511,15133
"FBLN7",0.3556,8523,0.81072,11855
"FBN1",0.47175,10168,0.91791,14884
"FBN2",0.07183,3456,0.97083,16690
"FBN3",0.20119,6468,0.93981,15619
"FBP1",0.4873,10393,0.67482,9405
"FBP2",0.91571,14609,0.19287,4329
"FBRSL1",0.85069,13594,0.80607,11757
"FBXL12",0.12311,4747,0.96184,16363
"FBXL13",0.34897,8412,0.39476,6306
"FBXL14",0.83614,13382,0.4031,6424
"FBXL15",0.38997,8996,0.73961,10467
"FBXL16",0.81942,13178,0.46795,7347
"FBXL17",0.029022,2021,0.81417,11944
"FBXL18",0.93929,14993,0.37225,6004
"FBXL19",0.96918,15564,0.085023,3257
"FBXL2",0.35264,8476,0.64836,9064
"FBXL20",0.75304,12420,0.77035,11028
"FBXL22",0.13847,5137,0.76791,10986
"FBXL3",0.61102,11275,0.80039,11640
"FBXL4",0.032053,2184,0.75734,10789
"FBXL5",0.95561,15291,0.43774,6918
"FBXL6",0.61903,11330,0.35327,5756
"FBXL7",0.034945,2352,0.93492,15448
"FBXL8",0.92917,14818,0.79076,11454
"FBXO10",0.024816,1786,0.42238,6692
"FBXO11",0.055592,2990,0.13954,3854
"FBXO15",0.17608,6047,0.96543,16484
"FBXO16",0.24729,7070,0.83506,12501
"FBXO17",0.90257,14408,0.057093,2986
"FBXO18",0.73173,12216,0.85818,13168
"FBXO2",0.015849,1291,0.9058,14532
"FBXO21",0.0021038,376,0.95718,16199
"FBXO22",0.051223,2852,0.94646,15831
"FBXO24",0.86054,13745,0.010171,2237
"FBXO25",0.40752,9243,0.37479,6035
"FBXO27",0.36781,8701,0.88011,13755
"FBXO28",0.026273,1859,0.99032,17458
"FBXO3",0.22226,6748,0.89885,14339
"FBXO30",0.035371,2370,0.96758,16557
"FBXO31",0.029113,2029,0.86814,13437
"FBXO32",0.045229,2690,0.69352,9706
"FBXO33",0.01907,1486,0.98941,17418
"FBXO34",0.15854,5634,0.61342,8662
"FBXO36",0.41644,9363,0.082529,3234
"FBXO38",0.0010292,233,0.99156,17511
"FBXO39",0.68839,11841,0.025427,2646
"FBXO4",0.51238,10640,0.83413,12474
"FBXO40",0.056795,3032,0.76453,10923
"FBXO41",0.074281,3517,0.80575,11749
"FBXO42",0.904,14434,0.32073,5350
"FBXO43",0.23106,6867,0.54684,8043
"FBXO44",0.92104,14701,0.83838,12592
"FBXO45",0.11399,4511,0.97186,16734
"FBXO46",0.58912,11117,0.25014,4697
"FBXO47",0.48098,10311,0.62659,8816
"FBXO48",0.29735,7725,0.64638,9035
"FBXO5",0.79476,12881,0.0067785,2127
"FBXO6",0.81637,13139,0.26384,4793
"FBXO7",0.95388,15260,0.0023073,1882
"FBXO8",0.0073653,765,0.99064,17472
"FBXO9",0.51932,10673,0.29559,5080
"FBXW10",0.546,10826,0.91312,14737
"FBXW11",0.99989,17142,0.00011202,1031
"FBXW12",0.38244,8896,0.77742,11173
"FBXW2",0.13758,5104,0.57175,8246
"FBXW4",0.13533,5057,0.99246,17555
"FBXW5",0.18785,6283,0.96384,16424
"FBXW7",4.0156e-17,4,1,18002
"FBXW8",0.40086,9152,0.9132,14739
"FBXW9",0.08069,3675,0.92052,14975
"FCAMR",0.16014,5672,0.39254,6276
"FCAR",0.27199,7395,0.88717,13961
"FCER1A",0.098973,4141,0.091061,3309
"FCER1G",0.76896,12581,0.26973,4840
"FCER2",0.64983,11557,0.85492,13067
"FCF1",0.99663,16421,0.0024845,1902
"FCGBP",0.28574,7576,0.39267,6279
"FCGR1A",0.95655,15311,0.20411,4392
"FCGR1B",0.99915,16720,0.00055202,1462
"FCGR2A",0.27487,7438,0.59652,8487
"FCGR2B",0.63589,11441,0.25157,4710
"FCGR3A",0.017306,1380,0.46134,7267
"FCGR3B",0.14962,5447,0.49297,7637
"FCGRT",0.35078,8443,0.83891,12605
"FCHO1",0.99131,16151,0.025478,2648
"FCHO2",0.20724,6561,0.91337,14745
"FCHSD1",0.10219,4222,0.95001,15957
"FCHSD2",0.70169,11968,0.87302,13576
"FCN1",0.10011,4166,0.91806,14889
"FCN2",0.42546,9483,0.8393,12612
"FCN3",0.46919,10134,0.35121,5726
"FCRL1",0.14922,5433,0.66342,9238
"FCRL2",0.0021584,381,0.97857,16974
"FCRL3",0.17404,6005,0.86724,13409
"FCRL4",0.15473,5543,0.85602,13103
"FCRL5",0.46891,10129,0.7701,11021
"FCRL6",0.044048,2656,0.016505,2415
"FCRLA",0.89403,14265,0.3773,6066
"FCRLB",0.77537,12646,0.7843,11318
"FDCSP",0.48719,10391,0.1651,4166
"FDFT1",0.90344,14428,0.0068562,2129
"FDPS",1,17942,1.3482e-07,75
"FDX1",0.99944,16817,0.00042424,1370
"FDX1L",1,17954,8.9837e-08,63
"FDXACB1",0.6179,11323,0.46469,7304
"FDXR",1,17996,2.499e-09,15
"FECH",1,17789,1.6252e-06,245
"FEM1A",0.17896,6124,0.91712,14865
"FEM1B",0.91494,14597,0.48324,7567
"FEM1C",0.0015281,296,0.90216,14427
"FEN1",0.99442,16289,0.0026838,1913
"FER",0.14057,5193,0.36295,5879
"FER1L6",0.094595,4033,0.96447,16451
"FERD3L",0.12297,4739,0.73974,10471
"FERMT1",0.39228,9036,0.84148,12675
"FERMT2",0.37368,8780,0.92521,15139
"FERMT3",0.45692,9956,0.81532,11976
"FES",0.079291,3640,0.6559,9143
"FETUB",0.13558,5064,0.38387,6143
"FEV",0.12879,4890,0.72365,10194
"FEZ1",0.72733,12186,0.34565,5662
"FEZ2",0.0010844,242,0.97266,16770
"FEZF1",0.21565,6655,0.65158,9094
"FEZF2",0.85826,13711,0.77942,11206
"FFAR1",0.49267,10467,0.63856,8952
"FFAR2",0.81742,13153,0.609,8624
"FFAR3",0.75367,12423,0.88624,13940
"FFAR4",0.36773,8700,0.73143,10330
"FGA",0.027229,1913,0.97863,16977
"FGB",0.16434,5758,0.77327,11090
"FGD1",0.0087994,851,0.94356,15741
"FGD2",0.68409,11813,0.74154,10502
"FGD3",0.30588,7834,0.93373,15407
"FGD4",0.014309,1190,0.81958,12078
"FGD5",0.0040734,552,0.80183,11661
"FGD6",0.33652,8232,0.94418,15758
"FGF1",0.62631,11382,0.68134,9490
"FGF10",0.66428,11669,0.090479,3298
"FGF11",0.081325,3690,0.84309,12725
"FGF12",0.24553,7051,0.77974,11217
"FGF13",0.089659,3908,0.7847,11328
"FGF14",0.44315,9754,0.84569,12803
"FGF17",0.26431,7301,0.89125,14086
"FGF18",0.17021,5908,0.47222,7408
"FGF19",0.48335,10348,0.92465,15116
"FGF2",0.88545,14142,0.47038,7380
"FGF20",0.44874,9837,0.64017,8975
"FGF21",0.79703,12911,0.6951,9733
"FGF22",0.69288,11891,0.97153,16719
"FGF23",0.096367,4074,0.97143,16715
"FGF3",0.0051881,620,0.97415,16819
"FGF4",0.43479,9622,0.37063,5984
"FGF5",0.10126,4198,0.94914,15925
"FGF6",0.21257,6619,0.64657,9037
"FGF7",0.12068,4671,0.95804,16226
"FGF8",0.067534,3334,0.97817,16961
"FGF9",0.67604,11758,0.9179,14883
"FGFBP1",0.00062343,165,0.99938,17924
"FGFBP2",0.1396,5171,0.93843,15569
"FGFBP3",0.030927,2130,0.5414,7995
"FGFR1",0.12583,4817,0.92555,15154
"FGFR1OP",0.97566,15708,0.027563,2689
"FGFR1OP2",0.96963,15577,0.020237,2532
"FGFR2",0.013208,1120,0.60023,8521
"FGFR3",0.32405,8061,0.91939,14944
"FGFR4",0.034613,2341,0.97942,16996
"FGFRL1",0.0011926,256,0.99881,17878
"FGG",0.41105,9282,0.77649,11148
"FGGY",0.20212,6485,0.62848,8838
"FGL1",0.78862,12807,0.65578,9140
"FGL2",0.086944,3828,0.94428,15762
"FGR",0.6456,11522,0.80656,11769
"FH",0.6604,11645,0.00064036,1505
"FHDC1",0.83288,13345,0.76577,10949
"FHIT",0.28571,7575,0.91662,14850
"FHL1",0.048804,2782,0.98545,17250
"FHL2",0.91041,14535,0.91752,14875
"FHL3",0.90446,14442,0.44982,7108
"FHL5",0.29312,7676,0.71282,10012
"FHOD1",0.65883,11635,0.85474,13065
"FHOD3",0.027171,1909,0.96137,16344
"FIBCD1",0.077244,3586,0.875,13627
"FIBIN",0.27956,7500,0.5214,7851
"FIBP",0.00036078,118,0.99862,17869
"FICD",0.098968,4138,0.90212,14426
"FIG4",0.67341,11740,0.00059542,1486
"FIGF",0.30105,7772,0.8119,11892
"FIGLA",0.041743,2581,0.79615,11558
"FIGN",0.12976,4913,0.89533,14222
"FIGNL1",0.54622,10827,0.89902,14343
"FILIP1",0.030966,2132,0.96097,16330
"FILIP1L",0.73852,12289,0.93578,15472
"FIP1L1",0.9994,16796,0.00060442,1489
"FIS1",0.99597,16376,0.081543,3219
"FITM1",0.3892,8985,0.92931,15263
"FITM2",0.76381,12521,0.071695,3127
"FIZ1",0.51997,10683,0.96393,16427
"FJX1",0.60935,11262,0.30353,5183
"FKBP10",0.96235,15409,0.92608,15165
"FKBP11",0.22659,6803,0.58391,8360
"FKBP14",0.30097,7769,0.26449,4799
"FKBP15",0.0014042,282,0.9986,17865
"FKBP1A",0.86715,13858,0.11864,3602
"FKBP1B",0.48306,10344,0.97081,16688
"FKBP2",0.96368,15438,0.69737,9761
"FKBP3",0.65807,11624,0.01948,2509
"FKBP4",0.26263,7276,0.92458,15113
"FKBP5",0.11993,4649,0.95927,16273
"FKBP6",0.84938,13571,0.11097,3526
"FKBP7",0.031578,2158,0.8745,13618
"FKBP8",0.85557,13672,0.13592,3805
"FKBP9",0.95618,15304,0.075448,3153
"FKBPL",0.074793,3531,0.9834,17153
"FKRP",0.20106,6465,0.34189,5609
"FKTN",0.22127,6733,0.90994,14642
"FLAD1",0.055691,2997,0.53296,7926
"FLCN",0.99981,17032,1.3278e-05,543
"FLG",0.055656,2994,0.91257,14719
"FLG2",0.058726,3085,0.91099,14670
"FLI1",0.74927,12389,0.84186,12682
"FLII",0.95932,15360,0.058502,2997
"FLNA",0.055486,2985,0.92718,15199
"FLNB",0.2374,6941,0.73251,10352
"FLNC",0.98553,15953,0.067842,3086
"FLOT1",0.9347,14924,0.40975,6501
"FLOT2",0.85187,13602,0.92633,15173
"FLRT1",0.08281,3729,0.90842,14599
"FLRT2",0.014247,1185,0.99053,17469
"FLRT3",0.0027977,454,0.9972,17782
"FLT1",0.12458,4782,0.81453,11961
"FLT3",0.56272,10928,0.86529,13358
"FLT3LG",0.20141,6472,0.65799,9170
"FLT4",0.01421,1182,0.99519,17673
"FLVCR1",0.99999,17660,5.7166e-06,404
"FLVCR2",0.019584,1522,0.22558,4532
"FLYWCH1",0.82877,13297,0.099431,3389
"FLYWCH2",0.11808,4601,0.61427,8672
"FMN1",0.074273,3516,0.7631,10901
"FMN2",0.00658,713,0.71696,10077
"FMNL1",0.97855,15770,0.44667,7053
"FMNL2",0.022012,1644,0.8966,14266
"FMNL3",0.13494,5050,0.5187,7824
"FMO1",0.13287,4989,0.77613,11140
"FMO2",0.31555,7962,0.89571,14235
"FMO3",0.82213,13209,0.13502,3793
"FMO4",0.83977,13438,0.73195,10342
"FMO5",0.288,7605,0.86502,13350
"FMOD",0.21409,6636,0.7642,10918
"FMR1",0.29189,7655,0.47342,7435
"FMR1NB",0.061953,3179,0.9822,17095
"FN1",0.31528,7957,0.8951,14214
